         worklat	       value	     chindex	     chlabel	        bini	        binlabel	       ERPset
  [300.0  500.0]	        2.07	          57	          P1	          55	neu_L_F_ons_crit	sub12erps_RIDE
  [300.0  500.0]	        3.70	          58	          P2	          55	neu_L_F_ons_crit	sub12erps_RIDE
  [300.0  500.0]	        5.02	          59	          P6	          55	neu_L_F_ons_crit	sub12erps_RIDE
  [300.0  500.0]	        0.40	          60	         PO7	          55	neu_L_F_ons_crit	sub12erps_RIDE
  [300.0  500.0]	        0.80	          61	         PO3	          55	neu_L_F_ons_crit	sub12erps_RIDE
  [300.0  500.0]	       -1.19	          62	         POz	          55	neu_L_F_ons_crit	sub12erps_RIDE
  [300.0  500.0]	       -0.02	          63	         PO4	          55	neu_L_F_ons_crit	sub12erps_RIDE
  [300.0  500.0]	        1.97	          64	         PO8	          55	neu_L_F_ons_crit	sub12erps_RIDE
  [300.0  500.0]	        0.56	          65	        EOG1	          55	neu_L_F_ons_crit	sub12erps_RIDE
  [300.0  500.0]	       -2.92	          66	        EOG2	          55	neu_L_F_ons_crit	sub12erps_RIDE
  [300.0  500.0]	       -0.23	          67	         GSR	          55	neu_L_F_ons_crit	sub12erps_RIDE
  [300.0  500.0]	        1.49	          68	         FCz	          55	neu_L_F_ons_crit	sub12erps_RIDE
  [300.0  500.0]	        3.02	           1	         Fp1	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.69	           2	         Fp2	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.36	           3	          F7	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.70	           4	          F3	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        2.13	           5	          Fz	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.88	           6	          F4	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.13	           7	          F8	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.79	           8	         FC5	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        2.83	           9	         FC1	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        2.09	          10	         FC2	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.41	          11	         FC6	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.46	          12	          T7	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.12	          13	          C3	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        2.16	          14	          Cz	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.01	          15	          C4	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.45	          16	          T8	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.34	          17	         TP9	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.01	          18	         CP5	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.31	          19	         CP1	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.41	          20	         CP2	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.35	          21	         CP6	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.34	          22	        TP10	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.14	          23	          P7	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.59	          24	          P3	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.75	          25	          Pz	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.39	          26	          P4	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.76	          27	          P8	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.38	          28	         PO9	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -2.19	          29	          O1	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.40	          30	          Oz	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.66	          31	          O2	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.38	          32	        PO10	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.13	          33	         AF7	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.42	          34	         AF3	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.60	          35	         AF4	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.30	          36	         AF8	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.91	          37	          F5	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        2.54	          38	          F1	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        2.54	          39	          F2	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.42	          40	          F6	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.76	          41	         FT9	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.74	          42	         FT7	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        2.24	          43	         FC3	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.79	          44	         FC4	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.05	          45	         FT8	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.57	          46	        FT10	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.10	          47	          C5	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.89	          48	          C1	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.32	          49	          C2	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.44	          50	          C6	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.48	          51	         TP7	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.21	          52	         CP3	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        2.52	          53	         CPz	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.81	          54	         CP4	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.55	          55	         TP8	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.62	          56	          P5	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.40	          57	          P1	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        3.11	          58	          P2	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.31	          59	          P6	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.78	          60	         PO7	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.43	          61	         PO3	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.87	          62	         POz	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        3.45	          63	         PO4	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.01	          64	         PO8	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        3.33	          65	        EOG1	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -2.06	          66	        EOG2	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.05	          67	         GSR	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.85	          68	         FCz	          43	neu_H_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.88	           1	         Fp1	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.68	           2	         Fp2	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.30	           3	          F7	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.91	           4	          F3	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        2.29	           5	          Fz	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        2.46	           6	          F4	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.54	           7	          F8	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -3.13	           8	         FC5	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        2.51	           9	         FC1	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.75	          10	         FC2	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        2.08	          11	         FC6	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.00	          12	          T7	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        2.06	          13	          C3	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        2.67	          14	          Cz	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.47	          15	          C4	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.90	          16	          T8	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.04	          17	         TP9	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.36	          18	         CP5	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        2.21	          19	         CP1	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        2.72	          20	         CP2	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.77	          21	         CP6	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.06	          22	        TP10	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.87	          23	          P7	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -4.75	          24	          P3	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.83	          25	          Pz	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.73	          26	          P4	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.67	          27	          P8	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        5.51	          28	         PO9	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        2.21	          29	          O1	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.88	          30	          Oz	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.70	          31	          O2	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -2.60	          32	        PO10	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        2.12	          33	         AF7	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.98	          34	         AF3	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        2.99	          35	         AF4	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.34	          36	         AF8	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        3.29	          37	          F5	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.64	          38	          F1	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.74	          39	          F2	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.42	          40	          F6	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        2.36	          41	         FT9	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        2.53	          42	         FT7	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        2.59	          43	         FC3	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        3.85	          44	         FC4	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.21	          45	         FT8	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.51	          46	        FT10	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.74	          47	          C5	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.34	          48	          C1	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.83	          49	          C2	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        2.39	          50	          C6	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.36	          51	         TP7	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        2.12	          52	         CP3	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.80	          53	         CPz	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.79	          54	         CP4	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.56	          55	         TP8	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -7.15	          56	          P5	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        3.63	          57	          P1	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.65	          58	          P2	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.16	          59	          P6	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        3.25	          60	         PO7	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.23	          61	         PO3	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.92	          62	         POz	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.02	          63	         PO4	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.74	          64	         PO8	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.65	          65	        EOG1	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -3.48	          66	        EOG2	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.76	          67	         GSR	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.36	          68	         FCz	          47	neu_H_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -2.61	           1	         Fp1	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -2.96	           2	         Fp2	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -2.44	           3	          F7	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.77	           4	          F3	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.68	           5	          Fz	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -2.34	           6	          F4	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.69	           7	          F8	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -2.54	           8	         FC5	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.71	           9	         FC1	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -2.44	          10	         FC2	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -2.13	          11	         FC6	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.20	          12	          T7	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        1.00	          13	          C3	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.80	          14	          Cz	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.64	          15	          C4	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.02	          16	          T8	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.01	          17	         TP9	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.67	          18	         CP5	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.30	          19	         CP1	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.60	          20	         CP2	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.05	          21	         CP6	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.01	          22	        TP10	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.97	          23	          P7	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.12	          24	          P3	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.20	          25	          Pz	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.13	          26	          P4	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.03	          27	          P8	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        2.40	          28	         PO9	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.90	          29	          O1	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.28	          30	          Oz	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.15	          31	          O2	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        3.66	          32	        PO10	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.56	          33	         AF7	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.57	          34	         AF3	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.97	          35	         AF4	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.47	          36	         AF8	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.97	          37	          F5	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.81	          38	          F1	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.38	          39	          F2	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.79	          40	          F6	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.71	          41	         FT9	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -2.26	          42	         FT7	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.74	          43	         FC3	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -2.71	          44	         FC4	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.95	          45	         FT8	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.10	          46	        FT10	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.73	          47	          C5	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.17	          48	          C1	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.94	          49	          C2	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -2.43	          50	          C6	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.52	          51	         TP7	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.06	          52	         CP3	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.15	          53	         CPz	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.23	          54	         CP4	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.80	          55	         TP8	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.70	          56	          P5	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.12	          57	          P1	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.44	          58	          P2	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.02	          59	          P6	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.13	          60	         PO7	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.41	          61	         PO3	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	        0.26	          62	         POz	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.45	          63	         PO4	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.47	          64	         PO8	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -3.24	          65	        EOG1	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -3.09	          66	        EOG2	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -0.49	          67	         GSR	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       -1.31	          68	         FCz	          51	neu_L_T_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       15.56	           1	         Fp1	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       11.94	           2	         Fp2	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       14.23	           3	          F7	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       13.17	           4	          F3	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       13.56	           5	          Fz	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       12.45	           6	          F4	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       14.93	           7	          F8	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       13.92	           8	         FC5	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       14.65	           9	         FC1	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       12.99	          10	         FC2	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       14.21	          11	         FC6	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       15.73	          12	          T7	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       19.75	          13	          C3	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       13.50	          14	          Cz	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       13.96	          15	          C4	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       15.97	          16	          T8	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       16.25	          17	         TP9	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       15.36	          18	         CP5	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       23.99	          19	         CP1	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       15.48	          20	         CP2	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       15.84	          21	         CP6	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	      -16.26	          22	        TP10	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	      -70.47	          23	          P7	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       16.09	          24	          P3	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       16.81	          25	          Pz	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       10.47	          26	          P4	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       14.56	          27	          P8	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       17.76	          28	         PO9	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       15.50	          29	          O1	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       15.90	          30	          Oz	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       16.26	          31	          O2	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	     -123.68	          32	        PO10	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       12.97	          33	         AF7	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       13.19	          34	         AF3	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       11.91	          35	         AF4	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       14.11	          36	         AF8	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       11.99	          37	          F5	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       13.35	          38	          F1	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       13.64	          39	          F2	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       14.04	          40	          F6	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       15.32	          41	         FT9	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       12.86	          42	         FT7	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       11.79	          43	         FC3	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       14.24	          44	         FC4	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       15.29	          45	         FT8	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       15.54	          46	        FT10	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       14.26	          47	          C5	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       15.30	          48	          C1	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       13.53	          49	          C2	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       14.40	          50	          C6	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       15.14	          51	         TP7	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       14.51	          52	         CP3	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       13.51	          53	         CPz	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       15.39	          54	         CP4	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       14.47	          55	         TP8	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       21.40	          56	          P5	          55	neu_L_F_ons_crit	sub13erps_RIDE
  [300.0  500.0]	       12.08	          57	          P1	          55	neu_L_F_ons_crit	sub13erps_RIDE
