         worklat	       value	     chindex	     chlabel	        bini	        binlabel	       ERPset
  [300.0  500.0]	        1.35	           1	         Fp1	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.99	           2	         Fp2	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        3.54	           3	          F7	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.17	           4	          F3	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.84	           5	          Fz	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.20	           6	          F4	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -1.66	           7	          F8	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        2.84	           8	         FC5	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        2.30	           9	         FC1	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.86	          10	         FC2	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -0.06	          11	         FC6	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.38	          12	          T7	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.25	          13	          C3	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.77	          14	          Cz	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.11	          15	          C4	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -0.04	          16	          T8	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.96	          17	         TP9	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        2.25	          18	         CP5	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.36	          19	         CP1	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.61	          20	         CP2	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.58	          21	         CP6	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -1.96	          22	        TP10	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        2.12	          23	          P7	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.45	          24	          P3	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.18	          25	          Pz	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.74	          26	          P4	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.96	          27	          P8	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        3.38	          28	         PO9	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        2.84	          29	          O1	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.97	          30	          Oz	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        2.80	          31	          O2	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.63	          32	        PO10	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        3.89	          33	         AF7	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.48	          34	         AF3	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.59	          35	         AF4	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.16	          36	         AF8	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.61	          37	          F5	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.37	          38	          F1	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.38	          39	          F2	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -0.35	          40	          F6	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        2.00	          41	         FT9	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        2.33	          42	         FT7	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.84	          43	         FC3	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.14	          44	         FC4	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.49	          45	         FT8	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -0.85	          46	        FT10	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        2.19	          47	          C5	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.01	          48	          C1	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -0.77	          49	          C2	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -0.55	          50	          C6	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        2.64	          51	         TP7	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        2.27	          52	         CP3	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.50	          53	         CPz	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.13	          54	         CP4	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.30	          55	         TP8	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.14	          56	          P5	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.56	          57	          P1	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -0.36	          58	          P2	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.75	          59	          P6	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        2.10	          60	         PO7	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.53	          61	         PO3	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.37	          62	         POz	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        2.19	          63	         PO4	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.74	          64	         PO8	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        2.01	          65	        EOG1	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        5.55	          66	        EOG2	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.12	          67	         GSR	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.19	          68	         FCz	          43	neu_H_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.97	           1	         Fp1	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.00	           2	         Fp2	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.95	           3	          F7	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.72	           4	          F3	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.67	           5	          Fz	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.43	           6	          F4	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.31	           7	          F8	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.24	           8	         FC5	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.46	           9	         FC1	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.93	          10	         FC2	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.10	          11	         FC6	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -0.04	          12	          T7	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.42	          13	          C3	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.42	          14	          Cz	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.71	          15	          C4	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.56	          16	          T8	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        2.26	          17	         TP9	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.82	          18	         CP5	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.28	          19	         CP1	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -0.01	          20	         CP2	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -0.01	          21	         CP6	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.26	          22	        TP10	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.22	          23	          P7	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.81	          24	          P3	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.28	          25	          Pz	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.47	          26	          P4	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.24	          27	          P8	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.93	          28	         PO9	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.25	          29	          O1	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.22	          30	          Oz	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.94	          31	          O2	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.72	          32	        PO10	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        2.04	          33	         AF7	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.68	          34	         AF3	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.01	          35	         AF4	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.47	          36	         AF8	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.02	          37	          F5	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.80	          38	          F1	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.11	          39	          F2	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -1.09	          40	          F6	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.96	          41	         FT9	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -0.20	          42	         FT7	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.20	          43	         FC3	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.53	          44	         FC4	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.82	          45	         FT8	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -0.11	          46	        FT10	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        2.03	          47	          C5	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.77	          48	          C1	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.40	          49	          C2	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -0.21	          50	          C6	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        2.42	          51	         TP7	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.04	          52	         CP3	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.39	          53	         CPz	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.55	          54	         CP4	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.87	          55	         TP8	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.25	          56	          P5	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.64	          57	          P1	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.34	          58	          P2	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.03	          59	          P6	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.63	          60	         PO7	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.56	          61	         PO3	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.30	          62	         POz	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -0.34	          63	         PO4	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        2.02	          64	         PO8	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        2.04	          65	        EOG1	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -0.16	          66	        EOG2	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.13	          67	         GSR	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.85	          68	         FCz	          47	neu_H_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.75	           1	         Fp1	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.72	           2	         Fp2	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -1.87	           3	          F7	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.93	           4	          F3	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -4.22	           5	          Fz	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.73	           6	          F4	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.58	           7	          F8	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.64	           8	         FC5	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.92	           9	         FC1	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.81	          10	         FC2	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -4.95	          11	         FC6	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -1.28	          12	          T7	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.33	          13	          C3	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.80	          14	          Cz	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -6.35	          15	          C4	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.07	          16	          T8	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -0.78	          17	         TP9	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.66	          18	         CP5	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -4.02	          19	         CP1	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.94	          20	         CP2	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -4.37	          21	         CP6	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.78	          22	        TP10	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.37	          23	          P7	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -4.34	          24	          P3	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.92	          25	          Pz	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.50	          26	          P4	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.00	          27	          P8	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -1.50	          28	         PO9	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -4.09	          29	          O1	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.88	          30	          Oz	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.29	          31	          O2	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.30	          32	        PO10	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -1.42	          33	         AF7	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.50	          34	         AF3	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.83	          35	         AF4	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -1.76	          36	         AF8	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.72	          37	          F5	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.98	          38	          F1	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -4.70	          39	          F2	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.73	          40	          F6	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.12	          41	         FT9	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -1.66	          42	         FT7	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.51	          43	         FC3	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -4.41	          44	         FC4	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.37	          45	         FT8	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -1.73	          46	        FT10	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.49	          47	          C5	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -4.19	          48	          C1	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -4.63	          49	          C2	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -4.59	          50	          C6	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.16	          51	         TP7	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -4.97	          52	         CP3	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -1.54	          53	         CPz	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -4.09	          54	         CP4	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.26	          55	         TP8	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.35	          56	          P5	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.53	          57	          P1	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.95	          58	          P2	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.31	          59	          P6	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.51	          60	         PO7	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.02	          61	         PO3	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.40	          62	         POz	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.32	          63	         PO4	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.86	          64	         PO8	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.28	          65	        EOG1	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -0.83	          66	        EOG2	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -0.79	          67	         GSR	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.13	          68	         FCz	          51	neu_L_T_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.48	           1	         Fp1	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.80	           2	         Fp2	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.85	           3	          F7	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.53	           4	          F3	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.32	           5	          Fz	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.44	           6	          F4	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.04	           7	          F8	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.58	           8	         FC5	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.86	           9	         FC1	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.35	          10	         FC2	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.82	          11	         FC6	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.27	          12	          T7	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.94	          13	          C3	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.98	          14	          Cz	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.39	          15	          C4	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.51	          16	          T8	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -1.21	          17	         TP9	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.92	          18	         CP5	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.78	          19	         CP1	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.84	          20	         CP2	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -4.01	          21	         CP6	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        1.21	          22	        TP10	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.01	          23	          P7	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.96	          24	          P3	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.50	          25	          Pz	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.85	          26	          P4	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.42	          27	          P8	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -0.64	          28	         PO9	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.97	          29	          O1	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.08	          30	          Oz	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        0.48	          31	          O2	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -0.92	          32	        PO10	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.46	          33	         AF7	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.23	          34	         AF3	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -4.71	          35	         AF4	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.11	          36	         AF8	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.40	          37	          F5	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.55	          38	          F1	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -4.10	          39	          F2	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -4.83	          40	          F6	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -1.40	          41	         FT9	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -0.11	          42	         FT7	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.85	          43	         FC3	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.10	          44	         FC4	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -1.70	          45	         FT8	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.49	          46	        FT10	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.79	          47	          C5	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.84	          48	          C1	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.45	          49	          C2	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -4.58	          50	          C6	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -1.34	          51	         TP7	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.86	          52	         CP3	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.62	          53	         CPz	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.23	          54	         CP4	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.74	          55	         TP8	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.75	          56	          P5	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.98	          57	          P1	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -4.83	          58	          P2	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.95	          59	          P6	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.27	          60	         PO7	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.00	          61	         PO3	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.49	          62	         POz	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -3.49	          63	         PO4	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -1.77	          64	         PO8	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -4.42	          65	        EOG1	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	        2.35	          66	        EOG2	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.15	          67	         GSR	          55	neu_L_F_ons_crit	sub1erps_RIDE
  [300.0  500.0]	       -2.98	          68	         FCz	          55	neu_L_F_ons_crit	sub1erps_RIDE
